,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MODEL_YR,MAKE,MODEL,MMY,VEHICLE_ID
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09252P002.jpg,5,4,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09252P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09252C001.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09254P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09254C012.wmv,4,Not Rated,0.107,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09253P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09253C012.wmv,,Optional,Optional,,0,0,0,2018,ACURA,ILX,2018 Acura ILX 4 DR FWD,12642
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08385C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08384P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08384C012.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08386P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08386C012.wmv,,Standard,Standard,,0,0,0,2018,ACURA,MDX,2018 Acura MDX SUV AWD,12644
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08385C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08384P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08384C012.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08386P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08386C012.wmv,,Standard,Standard,,0,0,0,2018,ACURA,MDX,2018 Acura MDX SUV FWD,12643
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,ACURA,NSX,2018 Acura NSX 2 DR AWD,12654
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08358C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09299P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09299C012.wmv,4,Not Rated,0.155,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09300P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09300C012.wmv,,Optional,Optional,,0,0,0,2018,ACURA,RDX,2018 Acura RDX SUV AWD,12002
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08358C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09299P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09299C012.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09300P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09300C012.wmv,,Optional,Optional,,0,0,0,2018,ACURA,RDX,2018 Acura RDX SUV FWD,12001
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09166P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09166P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09166C016.wmv,5,5,5,,"Although not included in the star rating, the rear passenger's abdominal rib deflection was elevated. ",,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09168P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09168C011.wmv,5,Not Rated,0.097,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09167P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09167C012.wmv,,Standard,Standard,,0,0,0,2018,ACURA,RLX,2018 Acura RLX 4 DR FWD,12645
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09068C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09067P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09067C012.wmv,5,Not Rated,0.098,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09066P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09066C012.wmv,,Standard,Standard,,2,0,0,2018,ACURA,TLX,2018 Acura TLX 4 DR AWD,12003
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09068C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09067P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09067C012.wmv,5,Not Rated,0.098,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09066P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09066C012.wmv,,Standard,Standard,,2,0,0,2018,ACURA,TLX,2018 Acura TLX 4 DR FWD,12004
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,ALFA,ROMEO 4C,2018 Alfa Romeo 4C 2 DR RWD,12459
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,ALFA,ROMEO 4C SPIDER,2018 Alfa Romeo 4C Spider RWD,12460
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,ALFA,ROMEO GIULIA,2018 Alfa Romeo Giulia AWD,12462
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,ALFA,ROMEO GIULIA,2018 Alfa Romeo Giulia RWD,12461
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,ALFA,ROMEO GIULIA QUADRRIFOGLIO,2018 Alfa Romeo Giulia Quadrifoglio RWD,12463
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,ALFA,ROMEO STELVIO,2018 Alfa Romeo Stelvio AWD,12465
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,ALFA,ROMEO STELVIO,2018 Alfa Romeo Stelvio RWD,12464
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P005.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09005C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09008C012.wmv,4,Not Rated,0.109,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09007C012.wmv,,Standard,Optional,,0,0,0,2018,AUDI,A3,2018 Audi A3 4 DR AWD,12279
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P005.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09005C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09008C012.wmv,4,Not Rated,0.109,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09007C012.wmv,,Standard,Optional,,0,0,0,2018,AUDI,A3,2018 Audi A3 4 DR FWD,12280
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A3,2018 Audi A3 C AWD,12375
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A3,2018 Audi A3 C FWD,12374
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A3 SPORTBACK E-TRON,2018 Audi A3 Sportback e-tron FWD,12376
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09992P080.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09992P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09992C017.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the rear seat,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09995P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09995C013.wmv,5,Not Rated,0.099,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09993P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09993C014.wmv,,Standard,Optional,,0,0,0,2018,AUDI,A4,2018 Audi A4 4 DR AWD,12284
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09992P080.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09992P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09992C017.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the rear seat,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09995P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09995C013.wmv,5,Not Rated,0.099,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09993P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09993C014.wmv,,Standard,Optional,,0,0,0,2018,AUDI,A4,2018 Audi A4 4 DR FWD,12283
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the rear seat,,,,,Not Rated,Not Rated,0.099,0,,,5,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A4 ALLROAD,2018 Audi Allroad SW AWD,12287
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A5,2018 Audi A5 2 DR AWD,12379
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A5,2018 Audi A5 C AWD,12377
0,,5,4,4,4,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the rear seat,,,,,5,Not Rated,0.099,0,,,5,,,,,,Standard,Optional,,0,0,0,2018,AUDI,A5 SPORTBACK,2018 Audi A5 Sportback 4 DR AWD,12602
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08520P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08520P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08520C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08525P109.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08525C012.wmv,5,Not Rated,0.09,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08524P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08524C012.wmv,,Optional,,,0,0,0,2018,AUDI,A6,2018 Audi A6 4 DR AWD,12288
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08520P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08520P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08520C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08525P109.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08525C012.wmv,5,Not Rated,0.09,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08524P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08524C012.wmv,,Optional,,,0,0,0,2018,AUDI,A6,2018 Audi A6 4 DR FWD,12289
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2018,AUDI,A7,2018 Audi A7 4 DR AWD,12604
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2018,AUDI,A8 LWB,2018 Audi A8 LWB 4 DR AWD,12383
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,Q3,2018 Audi Q3 SUV AWD,12385
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,Q3,2018 Audi Q3 SUV FWD,12386
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,1,0,2018,AUDI,Q5,2018 Audi Q5 SUV AWD,12387
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v11821P006.JPG,5,4,4,4,,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v11821C017.wmv,5,5,5,,These ratings do not apply to vehicles with optional rear seat torso/pelvis airbags.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v11824P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v11824C013.wmv,4,Not Rated,0.157,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v11825P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v11825C013.wmv,,Standard,Optional,,0,0,0,2018,AUDI,Q7,2018 Audi Q7 SUV AWD,12389
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,R8,2018 Audi R8 2 DR AWD,12390
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,R8 SPYDER,2018 Audi R8 Spyder C AWD,12395
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.109,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,AUDI,RS3,2018 Audi RS3 4 DR AWD,12282
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,RS5,2018 Audi RS5 2 DR AWD,12605
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2018,AUDI,RS7,2018 Audi RS7 4 DR AWD,12382
0,,5,4,4,5,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,,,4,Not Rated,0.109,0,,,5,,,,,,Standard,Optional,,0,0,0,2018,AUDI,S3,2018 Audi S3 4 DR AWD,12281
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,5,Not Rated,0.099,0,,,Not Rated,,,,,,Standard,Optional,,1,0,0,2018,AUDI,S4,2018 Audi S4 4 DR AWD,12286
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,S5,2018 Audi S5 2 DR AWD,12380
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,S5,2018 Audi S5 C AWD,12378
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,5,Not Rated,0.099,0,,,Not Rated,,,,,,Standard,Optional,,0,0,0,2018,AUDI,S5 SPORTBACK,2018 Audi S5 Sportback 4 DR AWD,12603
0,,5,5,5,5,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,,,5,Not Rated,0.09,0,,,5,,,,,,Optional,,,1,0,0,2018,AUDI,S6,2018 Audi S6 4 DR AWD,12290
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2018,AUDI,S7,2018 Audi S7 4 DR AWD,12381
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2018,AUDI,S8,2018 Audi S8 4 DR AWD,12384
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,1,0,0,2018,AUDI,SQ5,2018 Audi SQ5 SUV AWD,12388
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,TT,2018 Audi TT 2 DR AWD,12391
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,TT,2018 Audi TT C AWD,12394
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,TTRS,2018 Audi TTRS 2 DR AWD,12393
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,AUDI,TTS,2018 Audi TTS 2 DR AWD,12392
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Standard,,0,0,0,2018,BENTLEY,BENTAYGA,2018 Bentley Bentayga GT 2 DR AWD,12568
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,CONTINENTAL GT,2018 Bentley Continental GT C AWD,12575
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,CONTINENTAL GT SPEED,2018 Bentley Continental GT Speed C AWD,12578
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,CONTINENTAL GT V8,2018 Bentley Continental GT V8 C AWD,12576
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,CONTINENTAL GT V8 S,2018 Bentley Continental GT V8 S C AWD,12577
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,CONTINENTAL SUPERSPORTS,2018 Bentley Continental Supersports C AWD,12579
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,FLYING SPUR V8,2018 Bentley Flying Spur V8 4 DR AWD,12573
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,FLYING SPUR V8 S,2018 Bentley Flying Spur V8 S 4 DR AWD,12574
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,FLYING SPUR W12,2018 Bentley Flying Spur W12 4 DR AWD,12571
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,FLYING SPUR W12 S,2018 Bentley Flying Spur W12 S 4 DR AWD,12572
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,BENTLEY,MULSANNE,2018 Bentley Mulsanne 4 DR RWD,12569
